[00:00:00.073] (70000f031000) INFO   position: 225257625346224411156336534367135144167, score: 1
[00:00:00.149] (70000f031000) INFO   position: 52677675164321472411331752454662, score: 2
[00:00:00.149] (70000f031000) INFO   position: 5267767516432147241133175245466643233, score: -2
[00:00:00.149] (70000f031000) INFO   position: 526776751643214724113317524546664323, score: 2
[00:00:00.149] (70000f031000) INFO   position: 52677675164321472411331752454666432, score: -2
[00:00:00.149] (70000f031000) INFO   position: 5267767516432147241133175245466643, score: 2
[00:00:00.150] (70000f031000) INFO   position: 52677675164321472411331752454666453, score: -2
[00:00:00.150] (70000f031000) INFO   position: 5267767516432147241133175245466645, score: 2
[00:00:00.150] (70000f031000) INFO   position: 52677675164321472411331752454666423, score: -2
[00:00:00.150] (70000f031000) INFO   position: 5267767516432147241133175245466642, score: 2
[00:00:00.150] (70000f031000) INFO   position: 5267767516432147241133175245466641333, score: -2
[00:00:00.150] (70000f031000) INFO   position: 526776751643214724113317524546664133, score: 2
[00:00:00.150] (70000f031000) INFO   position: 5267767516432147241133175245466641323, score: 2
[00:00:00.150] (70000f031000) INFO   position: 526776751643214724113317524546664132, score: -2
[00:00:00.150] (70000f031000) INFO   position: 5267767516432147241133175245466641373, score: 2
[00:00:00.150] (70000f031000) INFO   position: 526776751643214724113317524546664137, score: -2
[00:00:00.151] (70000f031000) INFO   position: 52677675164321472411331752454666413, score: -2
[00:00:00.151] (70000f031000) INFO   position: 5267767516432147241133175245466641, score: 2
[00:00:00.151] (70000f031000) INFO   position: 5267767516432147241133175245466647333, score: -2
[00:00:00.151] (70000f031000) INFO   position: 526776751643214724113317524546664733, score: 2
[00:00:00.151] (70000f031000) INFO   position: 5267767516432147241133175245466647323, score: 2
[00:00:00.151] (70000f031000) INFO   position: 526776751643214724113317524546664732, score: -2
[00:00:00.151] (70000f031000) INFO   position: 5267767516432147241133175245466647313, score: 2
[00:00:00.151] (70000f031000) INFO   position: 526776751643214724113317524546664731, score: -2
[00:00:00.151] (70000f031000) INFO   position: 52677675164321472411331752454666473, score: -2
[00:00:00.151] (70000f031000) INFO   position: 5267767516432147241133175245466647, score: 2
[00:00:00.152] (70000f031000) INFO   position: 526776751643214724113317524546664, score: -2
[00:00:00.152] (70000f031000) INFO   position: 52677675164321472411331752454666, score: 2
[00:00:00.152] (70000f031000) INFO   position: 5267767516432147241133175245466143233, score: -2
[00:00:00.152] (70000f031000) INFO   position: 526776751643214724113317524546614323, score: 2
[00:00:00.152] (70000f031000) INFO   position: 52677675164321472411331752454661432, score: -2
[00:00:00.152] (70000f031000) INFO   position: 5267767516432147241133175245466143, score: 2
[00:00:00.152] (70000f031000) INFO   position: 52677675164321472411331752454661453, score: -2
[00:00:00.152] (70000f031000) INFO   position: 5267767516432147241133175245466145, score: 2
[00:00:00.152] (70000f031000) INFO   position: 52677675164321472411331752454661423, score: -2
[00:00:00.152] (70000f031000) INFO   position: 5267767516432147241133175245466142, score: 2
[00:00:00.153] (70000f031000) INFO   position: 52677675164321472411331752454661463, score: -2
[00:00:00.153] (70000f031000) INFO   position: 5267767516432147241133175245466146, score: 2
[00:00:00.153] (70000f031000) INFO   position: 5267767516432147241133175245466147333, score: -2
[00:00:00.153] (70000f031000) INFO   position: 526776751643214724113317524546614733, score: 2
[00:00:00.153] (70000f031000) INFO   position: 5267767516432147241133175245466147323, score: 2
[00:00:00.153] (70000f031000) INFO   position: 526776751643214724113317524546614732, score: -2
[00:00:00.153] (70000f031000) INFO   position: 5267767516432147241133175245466147363, score: 2
[00:00:00.153] (70000f031000) INFO   position: 526776751643214724113317524546614736, score: -2
[00:00:00.153] (70000f031000) INFO   position: 52677675164321472411331752454661473, score: -2
[00:00:00.154] (70000f031000) INFO   position: 5267767516432147241133175245466147, score: 2
[00:00:00.154] (70000f031000) INFO   position: 526776751643214724113317524546614, score: -2
[00:00:00.154] (70000f031000) INFO   position: 52677675164321472411331752454661, score: 2
[00:00:00.154] (70000f031000) INFO   position: 5267767516432147241133175245466743233, score: -2
[00:00:00.154] (70000f031000) INFO   position: 526776751643214724113317524546674323, score: 2
[00:00:00.154] (70000f031000) INFO   position: 52677675164321472411331752454667432, score: -2
[00:00:00.154] (70000f031000) INFO   position: 5267767516432147241133175245466743, score: 2
[00:00:00.154] (70000f031000) INFO   position: 52677675164321472411331752454667453, score: -2
[00:00:00.154] (70000f031000) INFO   position: 5267767516432147241133175245466745, score: 2
[00:00:00.154] (70000f031000) INFO   position: 52677675164321472411331752454667423, score: -2
[00:00:00.154] (70000f031000) INFO   position: 5267767516432147241133175245466742, score: 2
[00:00:00.155] (70000f031000) INFO   position: 52677675164321472411331752454667463, score: -2
[00:00:00.155] (70000f031000) INFO   position: 5267767516432147241133175245466746, score: 2
[00:00:00.155] (70000f031000) INFO   position: 52677675164321472411331752454667413, score: -2
[00:00:00.155] (70000f031000) INFO   position: 5267767516432147241133175245466741, score: 2
[00:00:00.155] (70000f031000) INFO   position: 526776751643214724113317524546674, score: -2
[00:00:00.155] (70000f031000) INFO   position: 52677675164321472411331752454667, score: 2
[00:00:00.155] (70000f031000) INFO   position: 5267767516432147241133175245466, score: -2
[00:00:00.155] (70000f031000) INFO   position: 526776751643214724113317524546, score: 2
[00:00:00.155] (70000f031000) INFO   position: 52677675164321472411331752454143233, score: -2
[00:00:00.155] (70000f031000) INFO   position: 5267767516432147241133175245414323, score: 2
[00:00:00.156] (70000f031000) INFO   position: 526776751643214724113317524541432, score: -2
[00:00:00.156] (70000f031000) INFO   position: 52677675164321472411331752454143, score: 2
[00:00:00.156] (70000f031000) INFO   position: 526776751643214724113317524541453, score: -2
[00:00:00.156] (70000f031000) INFO   position: 52677675164321472411331752454145, score: 2
[00:00:00.156] (70000f031000) INFO   position: 526776751643214724113317524541423, score: -2
[00:00:00.156] (70000f031000) INFO   position: 52677675164321472411331752454142, score: 2
[00:00:00.156] (70000f031000) INFO   position: 526776751643214724113317524541466, score: -2
[00:00:00.156] (70000f031000) INFO   position: 52677675164321472411331752454146, score: 2
[00:00:00.156] (70000f031000) INFO   position: 5267767516432147241133175245414733325, score: 2
[00:00:00.156] (70000f031000) INFO   position: 526776751643214724113317524541473332, score: -2
[00:00:00.157] (70000f031000) INFO   position: 5267767516432147241133175245414733366, score: -2
[00:00:00.157] (70000f031000) INFO   position: 526776751643214724113317524541473336, score: 2
[00:00:00.157] (70000f031000) INFO   position: 52677675164321472411331752454147333, score: -2
[00:00:00.157] (70000f031000) INFO   position: 5267767516432147241133175245414733, score: 2
[00:00:00.157] (70000f031000) INFO   position: 52677675164321472411331752454147323, score: -2
[00:00:00.157] (70000f031000) INFO   position: 5267767516432147241133175245414732, score: 2
[00:00:00.157] (70000f031000) INFO   position: 52677675164321472411331752454147366, score: -2
[00:00:00.157] (70000f031000) INFO   position: 5267767516432147241133175245414736, score: 2
[00:00:00.157] (70000f031000) INFO   position: 526776751643214724113317524541473, score: -2
[00:00:00.157] (70000f031000) INFO   position: 52677675164321472411331752454147, score: 2
[00:00:00.158] (70000f031000) INFO   position: 5267767516432147241133175245414, score: -2
[00:00:00.158] (70000f031000) INFO   position: 526776751643214724113317524541, score: 2
[00:00:00.158] (70000f031000) INFO   position: 52677675164321472411331752454743233, score: -2
[00:00:00.158] (70000f031000) INFO   position: 5267767516432147241133175245474323, score: 2
[00:00:00.158] (70000f031000) INFO   position: 526776751643214724113317524547432, score: -2
[00:00:00.158] (70000f031000) INFO   position: 52677675164321472411331752454743, score: 2
[00:00:00.158] (70000f031000) INFO   position: 526776751643214724113317524547453, score: -2
[00:00:00.158] (70000f031000) INFO   position: 52677675164321472411331752454745, score: 2
[00:00:00.158] (70000f031000) INFO   position: 526776751643214724113317524547423, score: -2
[00:00:00.158] (70000f031000) INFO   position: 52677675164321472411331752454742, score: 2
[00:00:00.159] (70000f031000) INFO   position: 526776751643214724113317524547466, score: -2
[00:00:00.159] (70000f031000) INFO   position: 52677675164321472411331752454746, score: 2
[00:00:00.159] (70000f031000) INFO   position: 526776751643214724113317524547413, score: -2
[00:00:00.159] (70000f031000) INFO   position: 52677675164321472411331752454741, score: 2
[00:00:00.159] (70000f031000) INFO   position: 5267767516432147241133175245474, score: -2
[00:00:00.159] (70000f031000) INFO   position: 526776751643214724113317524547, score: 2
[00:00:00.159] (70000f031000) INFO   sequence: 52677675164321472411331752454                      score: 2          nodes:791        time: 78411µs
